priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Medium,Entertainment,سينومي السلام مول,الأندلس مول,Jeddah,4.4,47244,,2,9200 00262,https://mall.cenomicenters.com/en/malls/al-salaam-mall,"السبت: 10:00 ص – 11:00 م, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 11:00 م, الجمعة: 2:00–11:30 م",21.507193,39.2237106,مركز السلام مول كان يوماً رمزاً للسوق المتميز، يضم علامات تجارية رائدة مثل مفروشات إيكايا،متجر سبورت دايركت، ومتجر كات .… | مول كبير عبارة عن طابقين و متوفر فيه كل ما تحتاجه من ترفيه و أثاث و مطاعم و كافيهات و سوبرماركت و عطور و ملابس ...الخ و … | مول هادئ وجميل وتتوفر فيه العديد من المحلات والمطاعم والكافيهات المشهورة، ويوجد في الدور الأرضي سنتر بوينت، وبنده في الد…,,60.0,Mid,3,0,1.0,Positive,"جميل, هادئ, متميز",,False,South,68.52,Tier 2,⭐ Star
Medium,Entertainment,اتش اند ام,الأندلس مول,Jeddah,4.1,332,20–40 SAR,1,012 261 7437,https://locations.sa.hm.com/jeddah/al-andalus-mall?utm_source=GMB&utm_medium=Yext&y_source=1_MTU0Nzk3NTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"السبت: 9:30 ص – 11:00 م, الأحد: 9:30 ص – 11:00 م, الاثنين: 9:30 ص – 11:00 م, الثلاثاء: 9:30 ص – 11:00 م, الأربعاء: 9:30 ص – 11:00 م, الخميس: 9:30 ص – 11:00 م, الجمعة: 1:30–11:00 م",21.5071101,39.2183034,دخلت المحل وكان نظيف وهادي وساعدني الموظف اللطيف ( حسين ) وجدا كان خدوم ومؤدب جدا مع انه كان لوحده بس كان يساعد الناس بح… | الخدمه جدا سيئه كاتبين انه يفتحون ١:٣٠ يوم الجمعه وللاسف الموظفين وصلو وجلست منتظره ٣٠ دقيقه ولا فتحتو الابواب مع العلم … | تلاقي فيه الملابس العملية وملابس الطلعة والاكسسوار والمكياج وحقائب وغيره ، البضاعة ممتازة ، الأسعار مناسبة ، الموظفات مت…,30.0,30.0,Budget,3,0,1.0,Positive,"ممتاز, ممتازة, نظيف",,False,South,57.02,Tier 2,⚠️ Risky
High,Entertainment,ملاهي أطفال أدفينتورا,الأندلس مول,Jeddah,4.0,608,,11,,,,21.6277648,39.1112819,تجربتي مع ألعاب Adventure في الردسي مول للأسف ما كانت موفقة. المكان كان مظلم وكئيب وما فيه أجواء مبهجة للأطفال. بنتي الص… | المكان مره تغير للأسوء للأسف الشديد ، كنت اودي له ولدي كل يوم جمعه لما اجي رد سي وكانت الخدمه جيده دحين للأسف بدأ يتغير … | المكان ممتاز وكل شي فيه كان رائع 👌لكن عندي ملاحظة على موظفة الكاشير 👎أسلوبها في الكلام وطريقة شرح سياسة الملاهي جداً غير…,,60.0,Mid,2,0,1.0,Positive,"رائع, ممتاز",,False,South,69.14,Tier 2,⚠️ Risky
High,Entertainment,مدينة البولينج,الأندلس مول,Jeddah,4.1,1817,,12,,,,21.5480401,39.1626832,ما شاء لله مكان فنان اسعار جيدة البولينج توجد مقاسات لجيمع كرات البولينج البلياردو طاولت ومضارب جيدة يوجد منطقة سناكات و… | بنقل لكم تجربتي كأول مره اجي صراحه ازعاج مره ماعمري جيت مكان بإزعاج كذا ولا أحد يأخذ راحته وكذالك في اشكاليه باللعب في ص… | حلو وسعره حلو 25 ريال بس الأجهزة مرات تعلق ولا يطلع بس مرتب ونظيف,,60.0,Mid,1,0,1.0,Positive,نظيف,,False,South,72.75,Tier 2,⚠️ Risky
High,Entertainment,صالة بولينج في جدة,الأندلس مول,Jeddah,4.7,910,,12,,,,21.5280279,39.1789674,افضل مكان من ناحية اسعار والعاب مرتبة والمكان جداً حلو لا يفوتكم ومره اشكر الموظفين جميعاً حقيقي تعاملهم ومساعدتهم كانت … | بكل امانة ناس محترمين جدا روقي في التعامل وابتسامة ماتفارق وجه الموظف وتنظيم ممتاز جدا في كل قسم من الالعاب وشكر خاص جدا… | تجربتي اليوم الاولى لصالة جولة التحدي للبولينغ والالعاب. بداية المكان جدا نظيف. الموظفين متعاونين وسريعين الاستجابة. نفس…,,60.0,Mid,3,0,1.0,Positive,"ممتاز, نظيف, سريع",,False,South,74.51,Tier 2,⭐ Star
High,Entertainment,The Round Jeddah Park ذا راوند,الأندلس مول,Jeddah,4.8,1087,,12,,,,21.5565778,39.1851089,يعطيكم العافيه على كل شي قدمتوه وعملتوه..الاولاد مره انبسطو ..كانت البيتزا مره لذيذه ..رقي في تعامل الموظفين..وشكر خاص ل… | المكان مرا جميل و تعامل الموظفين و كل شيء حرفيا رهيب و اشكر الموظفة ميرنا على تعاملها و اسلوبها | اول مره وبكررها ان شاءالله حبيت التعامل والاسلوب والمكان رهيب ويستاهل كل الشكر للموظفه بيرلا,,60.0,Mid,3,0,1.0,Positive,"لذيذ, جميل, يستاهل",,False,South,75.33,Tier 1,⭐ Star
Medium,Entertainment,Yalla! Bowling,الأندلس مول,Jeddah,3.8,238,,9,,https://www.magicplanetmena.com/ar-sa,"السبت: 10:00 ص – 4:00 ص, الأحد: 10:00 ص – 3:15 ص, الاثنين: 10:00 ص – 3:15 ص, الثلاثاء: 10:00 ص – 3:15 ص, الأربعاء: 10:00 ص – 3:15 ص, الخميس: 10:00 ص – 4:20 ص, الجمعة: 1:00 م – 4:20 ص",21.4821264,39.2383803,تجربتي الفترة الاخيرة يلا بولينج 🎳 المكان راقي جداً و الفترة الاخير مسوين عروض حلوة كمثال 5 اشخاص ب150﷼ رغم ان الفردي ب4… | جميل عنده عرض٤٩ للشخص | الاسعار معقوله تقريبا القيم ب ٤٩ و ١٠ جولات المفروض خصم للمجموعه .. المكان جميل وداخل مجمع فوكس سينما وألعاب الكترونيه أ…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,64.16,Tier 2,⚠️ Risky
High,Entertainment,Bolos Alley | بولوس آلي,الأندلس مول,Jeddah,4.8,797,,12,,,,21.754799,39.1208835,المكان جميل ولكن الأسعار مبالغ فيها بينما الساعه ب 50 ريال جدا كثيره ولكن نقدر نقول منافس ل بعض الأماكن وغير ذلك العطل و… | مكان جدا جميل كنت محتاره فين اروح مع صحباتي لكن بولوس انقذني مره حرفيا مكان اسطوري عندهم حرفيا كل الألعاب الجماعيه تنوع … | السلام عليكم ورحمة الله وبركاته الصراحه بعد اكثر من تجربة خصوصاً بعد التعديلات كامل الشكر Bolos Alley على المكان المميز …,,60.0,Mid,2,0,1.0,Positive,"جميل, تنوع",,False,South,74.78,Tier 2,⭐ Star
High,Entertainment,ENTER 10 BOWLING المساعدية,الأندلس مول,Jeddah,4.3,4032,,11,,,,21.5355693,39.1771482,طلبت من الموظفه تشحنلي جوالي واضطريت اني اعطي الموظف محمد يشحنه مامرت دقيقه إلا اعطاني الجوال معليش يعني اسلوبو كان مو ك… | مكان جميل و يستحق الزياره استمتعنا فيه و الاجواء كانت روعه و اشكر جميل الموظفين على حسن تعاملهم و ب الاخص احمد عبدالرحمن… | مكتوب مفتوح على مدار الساعه جيت من مشوار مدته 34 دقيقه وبالنهايه يطلع مقفل؟ اتمنى تحطون اوقات كويسه وتستحون شويه …,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,74.01,Tier 2,⭐ Star
High,Entertainment,The B Club نادي البولينج,الأندلس مول,Jeddah,4.2,652,,13,,,,21.5608872,39.1845219,مكان جميل جدا لجمعه الاصحاب وانصح انك تلعب بلياردو وسوني عن بقية الألعاب بس أبغا تعديل بسيط اول كنز تاخد إيدي سوني زي ما… | تجربة رهيبة وسيئة بنفس الوقت رحنا الصباح عشان الموسيقى والزحمة وللأسف صوت الموسيقى طالع لين برا المكان عالي بشكل مستفزز … | تجربتي رائعة في هذا المكان والبولينج والتنس ممتع والموظفين متعاونين جدًا,,60.0,Mid,3,1,0.75,Positive,"رائع, رائعة, جميل",سيئة,False,South,68.82,Tier 2,⚠️ Risky
High,Entertainment,ذا راوند,الأندلس مول,Jeddah,4.5,1566,,12,,,,21.6176104,39.1331612,ماشاءالله تبارك الرحمن ذا راوند افضل مركز ترفيهي في جدة بدون اي منافس الافضل من ناحية الاسعار والأجواء ويقدم افضل الخدما… | المكان من الأماكن اللي دايم أحب أرجع لها بين فترة وفترة، الأجواء ممتعة والموظفين كلهم بشوشين ويخلوك تحس إنك مرحب في كل ز… | شكرا للموظفين شكرا للقائمين للمكان ، لفيت المملكة من شرقها ل غربها ل وسطها و هاذي افضل صالة تلعب فيها بولينج الأرضية نظي…,,60.0,Mid,0,0,0.5,Mixed,,,False,South,66.98,Tier 2,⭐ Star
Medium,Entertainment,Bowling - Tahlia Mall,الأندلس مول,Jeddah,4.0,153,,12,,,,21.5496746,39.1475728,"ممتع للاطفال الصغار ومعاك مشرفه طول وقت اللعب مرره انسانه رائعه وروحها حلوه اسمها ""حصه"" استمتعوا معاها الاطفال اللعبه ب٣… | ممكن لايك ومتابعه للاستمرار سعر الشخص 35 كبار و45 صغار للبولنق الاسعار مرتفعه بالنسبه لجوده البولنق ماحبيتها صغيره المسا… | إذا ودك تشتري راحت بالك تعال العب ولعب عيالك",,60.0,Mid,1,1,0.5,Mixed,رائع,صغير,False,South,55.34,Tier 2,❌ Weak
High,Entertainment,صاله انتر للبولنق,الأندلس مول,Jeddah,4.5,381,,9,055 546 0143,https://enter-ten.com/branches,"السبت: 8:00 ص – 6:00 ص, الأحد: 8:00 ص – 6:00 ص, الاثنين: 8:00 ص – 6:00 ص, الثلاثاء: 8:00 ص – 6:00 ص, الأربعاء: 8:00 ص – 6:00 ص, الخميس: 8:00 ص – 6:00 ص, الجمعة: 2:00 م – 6:00 ص",21.7601072,39.0794649,قبل كل شي الأسمر اللي كان كاشير يوم الجمعه عالساعه 1 قمة قمة قمة في الذوق والأخلاق بشوش صدره وسيع محتوي للأمور والمشاكل … | صالة بولينق وبلياردو وتنس واللعاب ثانية كثير وكذلك مشروبات باردة وحارة على حسب رغبتك .. شكرا لكل العاملين في الصالة وشكر… | خدمة ممتازة واسعار حلوة اخذت عرض البولينق مع عصير موهيتو ب 43 والاستاذ فيصل المساوى مشرف الصالة ماقصر معانا خدمة ممتازه …,,60.0,Mid,3,2,0.6,Mixed,"ممتاز, ممتازة, خدمة ممتازة","بارد, باردة",False,South,67.5,Tier 2,⭐ Star
Medium,Entertainment,Billiardo city Jeddah,الأندلس مول,Jeddah,4.1,195,,3,,https://www.facebook.com/Bowlingcity1/,"السبت: 2:00 م – 1:30 ص, الأحد: 2:00 م – 1:30 ص, الاثنين: 2:00 م – 4:00 ص, الثلاثاء: 2:00 م – 1:30 ص, الأربعاء: 2:00 م – 1:30 ص, الخميس: 2:00 م – 2:00 ص, الجمعة: 2:00 م – 2:30 ص",21.5481359,39.1628212,من افضل محلات البلياردو ولكن مدير المحل (زكير) أسوء شخص ممكن تشوفه في حياتك وتعامله واطي، تخيلو كنت العب في اول طاوله عل… | المكان جميل جدا ونظيف واضح الاهتمام والتطوير والخدمة والاسعار ممتازه يعتبر مكان اسبوعي للزيارة مع الاصدقاء | المكان وررهيب وفيه طاولات كثير مما يتيح لك فرصة العب في اي وقت بدون انتظار,,60.0,Mid,3,1,0.75,Positive,"ممتاز, جميل, نظيف",انتظار,False,South,54.63,Tier 2,❌ Weak
High,Entertainment,Enter10 Bowling,الأندلس مول,Jeddah,4.4,1421,,18,,,,21.638997,39.1328679,المكان مره جميل فوق التقييم وانبسطنا فيه واشكر المشرف عبدالله فلاته على تعامله وأسلوبه الراقي مع الجميع مره حببنا في الم… | زرت محل البولنج وكانت التجربة جدًا جميلة من جميع النواحي. المكان نظيف، مرتب، والأجواء حلوة وتناسب العوائل والأصدقاء. الم… | الموظف عبد الرحمن جداً محترم الله يسعده المكان جميل جدًز,,60.0,Mid,3,0,1.0,Positive,"جميل, جميلة, نظيف",,False,South,74.96,Tier 2,⭐ Star
Medium,Entertainment,Jeddah Lanes Al Shallal Bowling,الأندلس مول,Jeddah,3.8,60,,12,,,,21.5686231,39.1114198,مكان جميل وعائلي بامتياز العاب لجميع الاعمار مع كافة الخدمات مميز . يمكن الحصول على العروض لاسمتاع اكبر | المكان حجمه جيد، يوجد بولينج، بلياردوا، وكافتيريا واماكن مخصصة للجلوس. للاسف شاشات البولينج لاتعمل جيدا | مكان حلوا وجميل بس الاسعار مرررره مبالغ فيها المفروض تكون تداكر الدخول بسعر اقل ولاساور سعر اقل خاصه انه مكان كبير ومعرو…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,60.19,Tier 2,❌ Weak
Low,Entertainment,Kids Island Al Andalus mall - جزيرة الاطفال,الأندلس مول,Jeddah,4.6,36,,1,012 628 9728,,"السبت: 10:00 ص – 12:00 ص, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 11:00 م, الجمعة: 3:00 م – 12:00 ص",21.5082514,39.2171635,الموظفه شذا تعاملها راقي جدا وصبوره وتستحق مكانها بكل ثقه اوجهه لها شكري واحترامي وتقديري 😘 | ماشاءالله على الموظفة بدور المطيري أخلاق وتعامل جميل جداّ، الله يعطيها العافيه ويكتب لها التوفيق💕 | اجمل مكان ممكن تخلو اطفالكم فيه الموظفات لبقات ومحترمات ولطيفات جدااا مع الاطفال الالعاب امنه والمكان نظيف جدااا حقيقي م…,,60.0,Mid,2,0,1.0,Positive,"جميل, نظيف",,False,South,45.6,Tier 3,💎 Hidden Gem
High,Entertainment,القرية المائية,الأندلس مول,Jeddah,3.8,3806,,15,,,,21.5893158,39.1854559,المكان قديم جدآ ومتهالك زرتة قبل عشر سنوات ولازل نفس المشاكل والألعاب قديمه وأسعار مبالغ فيها مكان واحد فقط يقدم وجبات خ… | مكان جميل مسابحة كويسه مهيأه للأطفال فيه مطعم صغير يوفر البيتزا الذيذه وحاجات خفيفة ملحقاته نظيفه مسجد دورات مياه مواضىء… | من افضل الأماكن الي أولادي بينبسطوا فيها جدا وكل حاجة نظيفة ومتوفرة والأسعار جدا مناسبة وغير مبالغ فيها سواء اكل او شرب …,,60.0,Mid,4,2,0.67,Mixed,"لذيذ, جميل, نظيف","صغير, قديم",False,South,68.77,Tier 2,⚠️ Risky
High,Entertainment,سيان واتربارك,الأندلس مول,Jeddah,4.1,6439,,15,,,,21.8128438,39.1122769,مكان جميل للاطفال اشكرهم على نظافة المكان المنقذين العاملين عند المسابح جدا حريصين الاشكالية الوحيدة الي واجهتها .. جهاز… | تجربتي في سيان ووتر جدة كانت سيئة جدا زرته انا وبناتي يوم الاربعاء المخصص للنساء فقط وصلنا الساعة خمسة تماما وتم رفض دخو… | وااااوووو وااااااوو المكان جدا مميز كبير وشرح وممتع جدا ونظيف 🤩🤩 الالعاب كثيره ومتنوعه فيه للكبار والصغار والاطفال 😍 فيه…,,60.0,Mid,3,1,0.75,Positive,"جميل, نظيف, تنوع",سيئة,False,South,72.41,Tier 2,⚠️ Risky
Low,Entertainment,Adventure world,الأندلس مول,Jeddah,3.7,165,,2,055 521 6393,,"السبت: 3:00 م – 12:00 ص, الأحد: 3:00 م – 12:00 ص, الاثنين: 3:00 م – 12:00 ص, الثلاثاء: 3:00 م – 12:00 ص, الأربعاء: 3:00 م – 12:00 ص, الخميس: 3:00 م – 12:00 ص, الجمعة: 3:00 م – 12:00 ص",21.5510388,39.202642,الملاهي ممتازة وحلوة والعابها مميزة واسعارها ممتازة .. والعروض رائعة .. لكن ما ينفع إن الملاهي غير مسؤولة عن خروج الطفل … | صراحة ملاهي الاطفال في فلامينجو مول عندكم الموظفتين رغد واثير ومديرهم تعامل وتعاون واسلوب ولطافة والمكان جداً مناسب للكب… | ملاهي ألعاب في فلامنجو مول حلوة للأطفال ومنوعة في ألعاب مغامرات وألعاب إلكترونية وفي باقات واساور وبعض الألعاب لها تذاكر…,,60.0,Mid,4,0,1.0,Positive,"رائع, رائعة, ممتاز",,False,South,44.93,Tier 3,❌ Weak
High,Entertainment,ملاهي حديقة المرح,الأندلس مول,Jeddah,4.3,1884,,9,053 813 7436,http://funpark-sa.com/,"السبت: 4:00 م – 12:00 ص, الأحد: 4:00 م – 12:00 ص, الاثنين: 4:00 م – 12:00 ص, الثلاثاء: 4:00 م – 12:00 ص, الأربعاء: 4:00 م – 12:00 ص, الخميس: 4:00 م – 12:00 ص, الجمعة: 4:00 م – 12:00 ص",21.7580224,39.1874939,أشكر حديقة المرح على حسن التنظيم وحرص العاملين واهتمامهم ومصداقيتهم العالية. هذه زيارتي الثانية، وكانت تجربة جميلة جدًا … | مكان نظيف منظّم فعاليات الاطفال متنوعه العاب حركيه، ملعب كوره اطفال، مسبح ب العاب مائية 🌊 كانت تجربتي الألعاب المائية • … | حجزنا تذاكر المسبح عن طريق تطبيق التذكرة بسعر ٤٠ ريال، ولما وصلنا تفاجأنا إنهم يطلبون ١٠ ريال إضافية عن كل مرافق ويقولون…,,60.0,Mid,4,0,1.0,Positive,"جميل, جميلة, نظيف",,False,South,75.35,Tier 1,⭐ Star
Medium,Entertainment,ملاهي,الأندلس مول,Jeddah,4.0,366,,6,,,"السبت: 3:30 م – 12:00 ص, الأحد: 3:30 م – 12:00 ص, الاثنين: 3:30 م – 12:00 ص, الثلاثاء: 3:30 م – 12:00 ص, الأربعاء: 3:30 م – 12:00 ص, الخميس: 3:30 م – 1:00 ص, الجمعة: 3:30 م – 12:00 ص",21.5871706,39.1296416,فعلا مكان مناسب للأطفال وموقعه مناسب وفي روعه الجلوس ومراقبت الأطفال يلعبون أمام عيناك في امن وامان مكان روعه وقريب من ب… | السوق جميل ولكن يفتقر للنظافة والصيانة ولازم يشوفون حل للقطط والمدخنين اصبحت مزعجه بشكل كبير واما بالنسبه للملاهي للاسف … | السلام عليكم ورحمة الله وبركاتة طبعا سوق الشاطئ معروف ممتاز من جميع النواحي قبل كم يوم رحت بس عشان العب اختي لانه ممتاز …,,60.0,Mid,2,1,0.67,Mixed,"ممتاز, جميل",مزعج,False,South,52.52,Tier 2,⚠️ Risky
High,Entertainment,حديقة الأمير ماجد,الأندلس مول,Jeddah,4.2,12933,,6,,,"السبت: 4:00 م – 12:00 ص, الأحد: 4:00 م – 12:00 ص, الاثنين: 4:00 م – 12:00 ص, الثلاثاء: 4:00 م – 12:00 ص, الأربعاء: 4:00 م – 12:00 ص, الخميس: 4:00 م – 12:00 ص, الجمعة: 4:00 م – 2:00 ص",21.5906682,39.1818501,حديقة مرتبة وجميلة جدا للاطفال كانت مرحة لهم وجلسات رايقة اشكر جميع الفريق المشارك علي مراقبة واهتمام الحديقة والنافورة … | المكان الي ينبسطون فيه أولادي بدون قيود تذاكر🎟️🎫 ولا حجز 🚫 مسبق يلعبوا فيه الدراجه زي مايحبون وأنا احب أشوف أولادي مبسوط… | ماشاء الله تبارك الرحمن من أجمل حدائق جدة .. كبيرة وواسعه ونظيفه ومرتبة ومنظمه .. فيها العاب متنوعة للأطفال يطالعو كل طا…,,60.0,Mid,4,0,1.0,Positive,"جميل, جميلة, نظيف",,False,South,69.83,Tier 2,⚠️ Risky
High,Entertainment,حديقة الشلال الترفيهية,الأندلس مول,Jeddah,4.1,27378,,8,,,,21.5688248,39.1114231,مكان جميل جدا جدا ..بس العاملات يوم الأربعاء ماعندهم مروووونه ابدا في التعامل ... الأربعاء يوم مخصص للنساء ..الألعاب جمي… | حديقة جميلة جدآ انصح بها ،ولكن بالنسبة لوجة نظري اري أن رسوم الدخول عالية نسبيآ للاسر الكبيرة إذ تبلغ 35 ريال للفرد دون … | حديقة الشلال في جدة من أجمل الوجهات الترفيهيه اللي تجمع بين المتعه والمغامره موقعها على كورنيش البحر الأحمر يعطيها جو خا…,,60.0,Mid,2,0,1.0,Positive,"جميل, جميلة",,False,South,72.97,Tier 2,⚠️ Risky
High,Entertainment,PAD-L Club,الأندلس مول,Jeddah,4.6,150,,10,,,,21.5647671,39.1459853,السلام عليكم ورحمة الله وبركاته. تحية طيبة للجميع … تم زيارة PAD-L يوم الخميس في تمام الساعة 9:00 مساءً ، وذلك لطلب جودة… | والله العظيم مافيه تنظيم للوقت وللحجوزات ، حاجز مدرب aundry الاسباني ولما جيت للملعب قالي مو موجود مسافر الرياض ، طيب لي… | كل الشكر والتقدير للمنظمين بصراحة المكان رائع و ممتاز يستحق الزيارة كانت تجربه ممتعه جداً 🎾❤️❤️,,60.0,Mid,3,0,1.0,Positive,"رائع, ممتاز, جودة",,False,South,68.5,Tier 2,💎 Hidden Gem
Medium,Entertainment,P1 Padel,الأندلس مول,Jeddah,4.8,177,,7,054 224 9500,http://www.p1padel.net/,"السبت: 10:30 ص – 3:00 ص, الأحد: 10:30 ص – 3:00 ص, الاثنين: 10:30 ص – 3:00 ص, الثلاثاء: 10:30 ص – 3:00 ص, الأربعاء: 10:30 ص – 3:00 ص, الخميس: 10:30 ص – 3:00 ص, الجمعة: 1:00 م – 3:00 ص",21.5545578,39.1581239,بعيدا عن انو ملعب ممتاز و مريح للعب الا انو دا الشخص محترم و يحترم 🙏🏽💜 | كانت تجربتي في ملاعب البادل رائعة بكل المقاييس. الملاعب مصممة بطريقة احترافية، ومجهزة بأحدث الأدوات والمرافق التي تساعد … | صراحه واحد من أفضل الملاعب الي جربتها بالسعوديه ملعب مغلق و تكييف بارد والارضيه ممتازه وخدمه رائعه ومرافق نظيفه ومرتبه و…,,60.0,Mid,7,1,0.88,Positive,"رائع, رائعة, ممتاز",بارد,False,South,64.53,Tier 2,💎 Hidden Gem
Medium,Entertainment,بادل اكس Padelx,الأندلس مول,Jeddah,4.5,51,,8,059 520 1510,https://padelx.com/,"السبت: 3:00 م – 3:00 ص, الأحد: 3:00 م – 3:00 ص, الاثنين: 3:00 م – 3:00 ص, الثلاثاء: 3:00 م – 3:00 ص, الأربعاء: 3:00 م – 3:00 ص, الخميس: 3:00 م – 3:00 ص, الجمعة: 3:00 م – 3:00 ص",21.4910011,39.1742266,والله المعلب من افضل الملاعب الي لعبت فيها من ناحية الارضيه و تعاملهم محترم و الصراحه فوق التقيمم | السلام عليكم اسوء ملعب ممكن تلعب في المضارب مكسوره الكرات سئ جدآ | صراحه لعبت في ملاعب بادل كثير جدا لكن مثل ملاعب بادل اكس ماحصلت اماكن مناسبه اسعار مناسبه نظافه وترتيب وحسن تعامل 🤍,,60.0,Mid,0,0,0.5,Mixed,,,False,South,56.29,Tier 2,💎 Hidden Gem
High,Entertainment,PAD-L Suites,الأندلس مول,Jeddah,4.5,115,,8,,,,21.5600143,39.1613147,زياره موفقه ملاعب مرتبه ومتنوعه مواقف كبيره وواسعه وفي ملاعب ان دور وكمان ملاعب اوت دور الحجز يشمل كور ومضارب ومويا ارضي… | المكان جميل جداا وبصراحه عشنا فيه تجربة رائعة.. وفيه خصوصية عالية بالنسبة للعوائل.. | المكان رائع ومهتمين فيه من كل النواحي وفيه ملاعب مغلقة ومكيفة وملاعب مفتوحة ووقت ماتحجزوا يجيبوا مضارب ومويا ومناشف مجان…,,60.0,Mid,5,0,1.0,Positive,"رائع, رائعة, جميل",,False,South,65.22,Tier 2,💎 Hidden Gem
Medium,Entertainment,Padel IN,الأندلس مول,Jeddah,5.0,28,,6,,https://www.instagram.com/padelin_ksa?igsh=MWhmeWxmYm45bWFxdw==,,21.5551194,39.1845253,🔝 | المكان رهيب جدا ويعطيك العافية استاذه ريناد على الانترڤيو ماقصرتت معانا ابدا | بيت الجميع 🎾🤍,,60.0,Mid,0,0,0.5,Mixed,,,False,South,55.43,Tier 2,💎 Hidden Gem
High,Entertainment,بادل اكس Padelx,الأندلس مول,Jeddah,4.5,133,,8,055 302 1575,https://padelx.com/,"السبت: 4:00 م – 2:00 ص, الأحد: 4:00 م – 2:00 ص, الاثنين: 4:00 م – 2:00 ص, الثلاثاء: 4:00 م – 2:00 ص, الأربعاء: 4:00 م – 2:00 ص, الخميس: 4:00 م – 2:00 ص, الجمعة: 4:00 م – 2:00 ص",21.5428032,39.1809115,من اجمل ملاعب البادل في جدة متعامل معهم من سنة تقريباً، وما شاء الله تبارك الله السرعة في التعامل والاحترافية تجبرك تحضر… | مميزين والاسعار منافسة على مكانه وجودته الصراحة يعتبر السعر من الارخص وتنظيم وادارة متكاملة ماشاءالله! وحتى عندهم قروب ت… | كانت تجربة البادل جدًا ممتعة! الجو كان خفيف وحماسي، وضحكنا كثير 😍 المكان رايق ونظيف، واللعب مره يونس ويمشي الوقت بدون ما…,,60.0,Mid,2,0,1.0,Positive,"نظيف, احترافي",,False,South,70.48,Tier 2,💎 Hidden Gem
High,Entertainment,بي بادل,الأندلس مول,Jeddah,4.6,211,,9,,,,21.5536551,39.1378441,‏اللهم صلي وسلم على محمد ‏من أفضل وأرقى ملاعب بادل ‏ من أفضل أرضيات الملاعب ‏تعامل رائع من العاملين به ‏سواء من إدارة أو… | من أفضل ملاعب البادل اللي زرتها في جدة و الموظفين لبقين و محترفين و أخص بالذكر الموظف طلال على لباقته و حسن تعامله | هم التوب ف جده صراحه وكلهم محترمين وبالأخص محمد صالح كل التحيات لك يا بطل🙏♥️,,60.0,Mid,2,0,1.0,Positive,"رائع, أفضل",,False,South,67.95,Tier 2,💎 Hidden Gem
High,Entertainment,padel club | PDL,الأندلس مول,Jeddah,4.5,212,,12,,,,21.5944735,39.1494748,مشاء الله من احسن الملاعب البادل والأجواء جميله والتعامل كابتن محمد صلاح مميز 🌹🌹❤️ | ملعب حلو و نظيف و الكوتش محمد صلاح قمة في الاحترام و التعامل و يعطي نصايح انصح فيه كل من يفكر يلعب بادل | محمد صلاح، اللي صار معانا اليوم نصب واحتيال واضح. احنا ما كسرت المضرب ولا استخدمناه غلط، ومع ذلك تحاول تضحك علينا وتلزمن…,,60.0,Mid,2,0,1.0,Positive,"جميل, نظيف",,False,South,70.92,Tier 2,⭐ Star
Medium,Entertainment,Private Padel Club,الأندلس مول,Jeddah,4.8,85,,4,053 891 9854,https://tamreen-sa.com/,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",21.5648582,39.1438131,جمييييل فيه خصوصيه والجو باارد ونظيييف مره حبيته وليا زياره مره ثانيه مع اهلي | مكان بديع! المكان متعوب عليه وفعلا يعطيك خصوصية. رهيب جدا ويستاهل تجيه دوريًا | المكان حلو للامانه ومجهز بكل شي، بس حرفياً لما يقول برايفت برايفت وينفع للبنات اكثر ، بالنسبة لي كنت اتوقع فيه ملاعب جنب…,,60.0,Mid,1,0,1.0,Positive,يستاهل,,False,South,61.57,Tier 2,💎 Hidden Gem
